id,rank,hit
3648,92,No
3649,9,Yes
3650,33,Yes
3651,51,No
3652,23,Yes
3653,6,Yes
3654,78,No
3655,88,No
3656,53,No
3657,76,No
3658,53,No
3659,70,No
3660,5,Yes
3661,6,Yes
3662,71,No
3663,30,Yes
3664,39,Yes
3665,63,No
3666,92,No
3667,37,Yes
3668,1,Yes
3669,10,Yes
3670,70,No
3671,43,Yes
3672,63,No
3673,63,No
3674,91,No
3675,5,Yes
3676,4,Yes
3677,46,Yes
3678,27,Yes
3679,64,No
3680,20,Yes
3681,66,No
3682,75,No
3683,44,Yes
3684,89,No
3685,59,No
3686,7,Yes
3687,53,No
3688,59,No
3689,100,No
3690,55,No
3691,50,No
3692,73,No
3693,61,No
3694,16,Yes
3695,88,No
3696,99,No
3697,100,No
3698,4,Yes
3699,5,Yes
3700,7,Yes
3701,40,Yes
3702,46,Yes
3703,54,No
3704,15,Yes
3705,73,No
3706,85,No
3707,76,No
3708,19,Yes
3709,7,Yes
3710,4,Yes
3711,35,Yes
3712,20,Yes
3713,95,No
3714,67,No
3715,39,Yes
3716,27,Yes
3717,71,No
3718,15,Yes
3719,92,No
3720,29,Yes
3721,10,Yes
3722,24,Yes
3723,28,Yes
3724,54,No
3725,93,No
3726,97,No
3727,1,Yes
3728,26,Yes
3729,16,Yes
3730,76,No
3731,28,Yes
3732,89,No
3733,87,No
3734,93,No
3735,17,Yes
3736,3,Yes
3737,2,Yes
3738,4,Yes
3739,19,Yes
3740,80,No
3741,5,Yes
3742,92,No
3743,33,Yes
3744,42,Yes
3745,95,No
3746,62,No
3747,1,Yes
3748,39,Yes
3749,67,No
3750,74,No
3751,87,No
3752,93,No
3753,82,No
3754,69,No
3755,37,Yes
3756,61,No
3757,52,No
3758,63,No
3759,44,Yes
3760,53,No
3761,1,Yes
3762,3,Yes
3763,19,Yes
3764,56,No
3765,81,No
3766,37,Yes
3767,57,No
3768,2,Yes
3769,67,No
3770,83,No
3771,9,Yes
3772,26,Yes
3773,79,No
3774,64,No
3775,58,No
3776,70,No
3777,84,No
3778,11,Yes
3779,96,No
3780,9,Yes
3781,34,Yes
3782,11,Yes
3783,16,Yes
3784,12,Yes
3785,18,Yes
3786,47,Yes
3787,19,Yes
3788,29,Yes
3789,2,Yes
3790,24,Yes
3791,81,No
3792,69,No
3793,37,Yes
3794,72,No
3795,63,No
3796,10,Yes
3797,66,No
3798,44,Yes
3799,56,No
3800,66,No
3801,48,Yes
3802,21,Yes
3803,82,No
3804,85,No
3805,94,No
3806,98,No
3807,15,Yes
3808,15,Yes
3809,11,Yes
3810,79,No
3811,62,No
3812,36,Yes
3813,17,Yes
3814,25,Yes
3815,87,No
3816,15,Yes
3817,89,No
3818,22,Yes
3819,49,Yes
3820,55,No
3821,1,Yes
3822,57,No
3823,41,Yes
3824,71,No
3825,98,No
3826,32,Yes
3827,19,Yes
3828,3,Yes
3829,78,No
3830,80,No
3831,19,Yes
3832,96,No
3833,5,Yes
3834,1,Yes
3835,3,Yes
3836,57,No
3837,56,No
3838,68,No
3839,92,No
3840,79,No
3841,54,No
3842,95,No
3843,29,Yes
3844,59,No
3845,1,Yes
3846,57,No
3847,81,No
3848,75,No
3849,92,No
3850,82,No
3851,99,No
3852,13,Yes
3853,11,Yes
3854,17,Yes
3855,62,No
3856,15,Yes
3857,91,No
3858,82,No
3859,98,No
3860,49,Yes
3861,1,Yes
3862,10,Yes
3863,36,Yes
3864,85,No
3865,81,No
3866,33,Yes
3867,47,Yes
3868,59,No
3869,30,Yes
3870,44,Yes
3871,74,No
3872,1,Yes
3873,53,No
3874,55,No
3875,11,Yes
3876,71,No
3877,77,No
3878,75,No
3879,82,No
3880,38,Yes
3881,96,No
3882,1,Yes
3883,1,Yes
3884,20,Yes
3885,56,No
3886,43,Yes
3887,79,No
3888,66,No
3889,52,No
3890,49,Yes
3891,90,No
3892,24,Yes
3893,1,Yes
3894,47,Yes
3895,7,Yes
3896,32,Yes
3897,57,No
3898,22,Yes
3899,8,Yes
3900,31,Yes
3901,84,No
3902,24,Yes
3903,93,No
3904,37,Yes
3905,18,Yes
3906,3,Yes
3907,8,Yes
3908,17,Yes
3909,3,Yes
3910,21,Yes
3911,53,No
3912,40,Yes
3913,53,No
3914,68,No
3915,95,No
3916,27,Yes
3917,45,Yes
3918,32,Yes
3919,52,No
3920,71,No
3921,31,Yes
3922,11,Yes
3923,70,No
3924,79,No
3925,63,No
3926,33,Yes
3927,95,No
3928,63,No
3929,20,Yes
3930,30,Yes
3931,81,No
3932,58,No
3933,41,Yes
3934,55,No
3935,83,No
3936,78,No
3937,52,No
3938,7,Yes
3939,21,Yes
3940,67,No
3941,33,Yes
3942,78,No
3943,50,No
3944,75,No
3945,5,Yes
3946,2,Yes
3947,16,Yes
3948,36,Yes
3949,31,Yes
3950,42,Yes
3951,47,Yes
3952,67,No
3953,85,No
3954,29,Yes
3955,7,Yes
3956,7,Yes
3957,59,No
3958,34,Yes
3959,86,No
3960,91,No
3961,62,No
3962,69,No
3963,21,Yes
3964,27,Yes
3965,49,Yes
3966,84,No
3967,41,Yes
3968,36,Yes
3969,72,No
3970,21,Yes
3971,29,Yes
3972,21,Yes
3973,81,No
3974,47,Yes
3975,18,Yes
3976,92,No
3977,24,Yes
3978,45,Yes
3979,44,Yes
3980,73,No
3981,92,No
3982,2,Yes
3983,70,No
3984,49,Yes
3985,4,Yes
3986,10,Yes
3987,65,No
3988,37,Yes
3989,34,Yes
3990,33,Yes
3991,94,No
3992,44,Yes
3993,36,Yes
3994,35,Yes
3995,44,Yes
3996,81,No
3997,42,Yes
3998,70,No
3999,90,No
4000,90,No
4001,17,Yes
4002,23,Yes
4003,72,No
4004,87,No
4005,94,No
4006,97,No
4007,9,Yes
4008,1,Yes
4009,9,Yes
4010,5,Yes
4011,67,No
4012,64,No
4013,96,No
4014,63,No
4015,30,Yes
4016,27,Yes
4017,1,Yes
4018,49,Yes
4019,32,Yes
4020,9,Yes
4021,68,No
4022,89,No
4023,62,No
4024,83,No
4025,74,No
4026,31,Yes
4027,96,No
4028,76,No
4029,98,No
4030,45,Yes
4031,3,Yes
4032,10,Yes
4033,42,Yes
4034,91,No
4035,82,No
4036,86,No
4037,12,Yes
4038,58,No
4039,74,No
4040,90,No
4041,91,No
4042,94,No
4043,54,No
4044,48,Yes
4045,59,No
4046,1,Yes
4047,1,Yes
4048,5,Yes
4049,9,Yes
4050,74,No
4051,33,Yes
4052,66,No
4053,93,No
4054,44,Yes
4055,38,Yes
4056,5,Yes
4057,10,Yes
4058,3,Yes
4059,78,No
4060,18,Yes
4061,33,Yes
4062,78,No
4063,52,No
4064,6,Yes
4065,16,Yes
4066,57,No
4067,18,Yes
4068,55,No
4069,62,No
4070,66,No
4071,41,Yes
4072,66,No
4073,59,No
4074,100,No
4075,1,Yes
4076,11,Yes
4077,76,No
4078,40,Yes
4079,82,No
4080,43,Yes
4081,51,No
4082,28,Yes
4083,19,Yes
4084,23,Yes
4085,9,Yes
4086,51,No
4087,17,Yes
4088,20,Yes
4089,50,No
4090,84,No
4091,62,No
4092,52,No
4093,27,Yes
4094,82,No
4095,3,Yes
4096,67,No
4097,43,Yes
4098,58,No
4099,52,No
4100,83,No
4101,10,Yes
4102,16,Yes
4103,7,Yes
4104,37,Yes
4105,41,Yes
4106,54,No
4107,64,No
4108,66,No
4109,54,No
4110,14,Yes
4111,88,No
4112,47,Yes
4113,19,Yes
4114,92,No
4115,96,No
4116,98,No
4117,29,Yes
4118,56,No
4119,11,Yes
4120,10,Yes
4121,4,Yes
4122,24,Yes
4123,79,No
4124,36,Yes
4125,65,No
4126,64,No
4127,96,No
4128,20,Yes
4129,1,Yes
4130,46,Yes
4131,9,Yes
4132,86,No
4133,56,No
4134,46,Yes
4135,3,Yes
4136,1,Yes
4137,33,Yes
4138,67,No
4139,16,Yes
4140,82,No
4141,99,No
4142,18,Yes
4143,12,Yes
4144,40,Yes
4145,20,Yes
4146,97,No
4147,12,Yes
4148,40,Yes
4149,73,No
4150,43,Yes
4151,75,No
4152,90,No
4153,73,No
4154,88,No
4155,27,Yes
4156,30,Yes
4157,19,Yes
4158,33,Yes
4159,88,No
4160,45,Yes
4161,33,Yes
4162,91,No
4163,37,Yes
4164,69,No
4165,1,Yes
4166,17,Yes
4167,24,Yes
4168,28,Yes
4169,69,No
4170,53,No
4171,70,No
4172,2,Yes
4173,60,No
4174,43,Yes
4175,3,Yes
4176,2,Yes
4177,12,Yes
4178,66,No
4179,48,Yes
4180,71,No
4181,94,No
4182,96,No
4183,7,Yes
4184,10,Yes
4185,24,Yes
4186,72,No
4187,81,No
4188,56,No
4189,51,No
4190,76,No
4191,1,Yes
4192,16,Yes
4193,33,Yes
4194,40,Yes
4195,15,Yes
4196,22,Yes
4197,54,No
4198,98,No
4199,67,No
4200,28,Yes
4201,36,Yes
4202,42,Yes
4203,47,Yes
4204,58,No
4205,60,No
4206,67,No
4207,73,No
4208,77,No
4209,92,No
4210,62,No
4211,99,No
4212,9,Yes
4213,5,Yes
4214,6,Yes
4215,68,No
4216,27,Yes
4217,39,Yes
4218,72,No
4219,72,No
4220,42,Yes
4221,25,Yes
4222,84,No
4223,30,Yes
4224,9,Yes
4225,16,Yes
4226,19,Yes
4227,10,Yes
4228,13,Yes
4229,57,No
4230,65,No
4231,31,Yes
4232,36,Yes
4233,88,No
4234,61,No
4235,96,No
4236,10,Yes
4237,8,Yes
4238,24,Yes
4239,48,Yes
4240,95,No
4241,96,No
4242,48,Yes
4243,37,Yes
4244,12,Yes
4245,7,Yes
4246,18,Yes
4247,66,No
4248,76,No
4249,19,Yes
4250,47,Yes
4251,92,No
4252,27,Yes
4253,43,Yes
4254,33,Yes
4255,7,Yes
4256,80,No
4257,81,No
4258,79,No
4259,52,No
4260,37,Yes
4261,15,Yes
4262,29,Yes
4263,40,Yes
4264,85,No
4265,54,No
4266,96,No
4267,97,No
4268,96,No
4269,89,No
4270,5,Yes
4271,61,No
4272,46,Yes
4273,40,Yes
4274,56,No
4275,43,Yes
4276,60,No
4277,67,No
4278,95,No
4279,78,No
4280,62,No
4281,12,Yes
4282,88,No
4283,82,No
4284,63,No
4285,77,No
4286,96,No
4287,22,Yes
4288,1,Yes
4289,18,Yes
4290,38,Yes
4291,47,Yes
4292,57,No
4293,61,No
4294,88,No
4295,1,Yes
4296,43,Yes
4297,37,Yes
4298,52,No
4299,41,Yes
4300,11,Yes
4301,14,Yes
4302,14,Yes
4303,26,Yes
4304,37,Yes
4305,7,Yes
4306,32,Yes
4307,95,No
4308,81,No
4309,1,Yes
4310,7,Yes
4311,3,Yes
4312,56,No
4313,70,No
4314,77,No
4315,57,No
4316,73,No
4317,9,Yes
4318,26,Yes
4319,33,Yes
4320,87,No
4321,88,No
4322,41,Yes
4323,70,No
4324,81,No
4325,64,No
4326,7,Yes
4327,15,Yes
4328,83,No
4329,97,No
4330,86,No
4331,25,Yes
4332,1,Yes
4333,11,Yes
4334,18,Yes
4335,19,Yes
4336,58,No
4337,65,No
4338,98,No
4339,50,No
4340,33,Yes
4341,29,Yes
4342,3,Yes
4343,49,Yes
4344,17,Yes
4345,68,No
4346,95,No
4347,91,No
4348,6,Yes
4349,32,Yes
4350,23,Yes
4351,54,No
4352,62,No
4353,19,Yes
4354,67,No
4355,8,Yes
4356,90,No
4357,96,No
4358,55,No
4359,86,No
4360,17,Yes
4361,17,Yes
4362,14,Yes
4363,93,No
4364,89,No
4365,52,No
4366,17,Yes
4367,5,Yes
4368,37,Yes
4369,62,No
4370,5,Yes
4371,90,No
4372,69,No
4373,73,No
4374,71,No
4375,52,No
4376,63,No
4377,62,No
4378,53,No
4379,46,Yes
4380,75,No
4381,38,Yes
4382,19,Yes
4383,41,Yes
4384,39,Yes
4385,95,No
4386,68,No
4387,98,No
4388,1,Yes
4389,1,Yes
4390,7,Yes
4391,63,No
4392,7,Yes
4393,31,Yes
4394,72,No
4395,95,No
4396,20,Yes
4397,8,Yes
4398,17,Yes
4399,61,No
4400,48,Yes
4401,99,No
4402,9,Yes
4403,13,Yes
4404,5,Yes
4405,90,No
4406,87,No
4407,41,Yes
4408,26,Yes
4409,23,Yes
4410,24,Yes
4411,22,Yes
4412,55,No
4413,34,Yes
4414,57,No
4415,99,No
4416,5,Yes
4417,67,No
4418,59,No
4419,97,No
4420,17,Yes
4421,1,Yes
4422,11,Yes
4423,1,Yes
4424,7,Yes
4425,68,No
4426,15,Yes
4427,42,Yes
4428,8,Yes
4429,29,Yes
4430,26,Yes
4431,40,Yes
4432,43,Yes
4433,50,No
4434,70,No
4435,31,Yes
4436,73,No
4437,1,Yes
4438,9,Yes
4439,21,Yes
4440,66,No
4441,42,Yes
4442,46,Yes
4443,46,Yes
4444,84,No
4445,32,Yes
4446,86,No
4447,20,Yes
4448,2,Yes
4449,2,Yes
4450,34,Yes
4451,88,No
4452,46,Yes
4453,27,Yes
4454,18,Yes
4455,32,Yes
4456,7,Yes
4457,68,No
4458,64,No
4459,6,Yes
4460,54,No
4461,31,Yes
4462,99,No
4463,53,No
4464,9,Yes
4465,78,No
4466,34,Yes
4467,50,No
4468,37,Yes
4469,46,Yes
4470,58,No
4471,38,Yes
4472,6,Yes
4473,65,No
4474,70,No
4475,76,No
4476,46,Yes
4477,48,Yes
4478,76,No
4479,92,No
4480,61,No
4481,26,Yes
4482,1,Yes
4483,9,Yes
4484,16,Yes
4485,8,Yes
4486,79,No
4487,65,No
4488,10,Yes
4489,75,No
4490,40,Yes
4491,1,Yes
4492,36,Yes
4493,30,Yes
4494,68,No
4495,56,No
4496,71,No
4497,6,Yes
4498,1,Yes
4499,6,Yes
4500,49,Yes
4501,55,No
4502,83,No
4503,88,No
4504,27,Yes
4505,42,Yes
4506,25,Yes
4507,42,Yes
4508,28,Yes
4509,97,No
4510,2,Yes
4511,19,Yes
4512,31,Yes
4513,3,Yes
4514,58,No
4515,22,Yes
4516,99,No
4517,91,No
4518,24,Yes
4519,12,Yes
4520,69,No
4521,92,No
4522,61,No
4523,99,No
4524,46,Yes
4525,1,Yes
4526,1,Yes
4527,30,Yes
4528,53,No
4529,90,No
4530,44,Yes
4531,56,No
4532,97,No
4533,61,No
4534,10,Yes
4535,4,Yes
4536,17,Yes
4537,37,Yes
4538,18,Yes
4539,73,No
4540,15,Yes
4541,86,No
4542,67,No
4543,21,Yes
4544,4,Yes
4545,13,Yes
4546,1,Yes
4547,24,Yes
4548,56,No
4549,18,Yes
4550,54,No
4551,66,No
4552,2,Yes
4553,54,No
4554,1,Yes
4555,32,Yes
4556,80,No
4557,36,Yes
4558,25,Yes
4559,6,Yes
4560,99,No
4561,79,No
4562,14,Yes
4563,3,Yes
4564,32,Yes
4565,29,Yes
4566,49,Yes
4567,61,No
4568,99,No
4569,62,No
4570,1,Yes
4571,10,Yes
4572,24,Yes
4573,83,No
4574,66,No
4575,54,No
4576,84,No
4577,56,No
4578,76,No
4579,65,No
4580,57,No
4581,87,No
4582,43,Yes
4583,94,No
4584,71,No
4585,84,No
4586,12,Yes
4587,59,No
4588,6,Yes
4589,83,No
4590,93,No
4591,59,No
4592,98,No
4593,12,Yes
4594,17,Yes
4595,9,Yes
4596,29,Yes
4597,53,No
4598,43,Yes
4599,61,No
4600,94,No
4601,71,No
4602,87,No
4603,13,Yes
4604,1,Yes
4605,2,Yes
4606,14,Yes
4607,9,Yes
4608,44,Yes
4609,42,Yes
4610,84,No
4611,86,No
4612,39,Yes
4613,81,No
4614,5,Yes
4615,83,No
4616,31,Yes
4617,61,No
4618,91,No
4619,2,Yes
4620,22,Yes
4621,61,No
4622,92,No
4623,64,No
4624,77,No
4625,78,No
4626,2,Yes
4627,5,Yes
4628,14,Yes
4629,1,Yes
4630,11,Yes
4631,83,No
4632,51,No
4633,73,No
4634,54,No
4635,86,No
4636,60,No
4637,82,No
4638,88,No
4639,34,Yes
4640,36,Yes
4641,68,No
4642,76,No
4643,64,No
4644,4,Yes
4645,9,Yes
4646,1,Yes
4647,41,Yes
4648,58,No
4649,61,No
4650,75,No
4651,28,Yes
4652,18,Yes
4653,8,Yes
4654,47,Yes
4655,61,No
4656,74,No
4657,89,No
4658,20,Yes
4659,6,Yes
4660,3,Yes
4661,9,Yes
4662,21,Yes
4663,72,No
4664,59,No
4665,90,No
4666,56,No
4667,14,Yes
4668,35,Yes
4669,77,No
4670,61,No
4671,14,Yes
4672,61,No
4673,8,Yes
4674,19,Yes
4675,9,Yes
4676,78,No
4677,80,No
4678,64,No
4679,64,No
4680,82,No
4681,83,No
4682,32,Yes
4683,90,No
4684,54,No
4685,39,Yes
4686,1,Yes
4687,28,Yes
4688,16,Yes
4689,35,Yes
4690,86,No
4691,87,No
4692,58,No
4693,58,No
4694,66,No
4695,58,No
4696,89,No
4697,40,Yes
4698,6,Yes
4699,28,Yes
4700,47,Yes
4701,55,No
4702,41,Yes
4703,51,No
4704,10,Yes
4705,3,Yes
4706,10,Yes
4707,38,Yes
4708,21,Yes
4709,9,Yes
4710,12,Yes
4711,8,Yes
4712,68,No
4713,92,No
4714,92,No
4715,41,Yes
4716,41,Yes
4717,57,No
4718,50,No
4719,8,Yes
4720,11,Yes
4721,59,No
4722,83,No
4723,45,Yes
4724,92,No
4725,68,No
4726,14,Yes
4727,71,No
4728,54,No
4729,50,No
4730,34,Yes
4731,65,No
4732,81,No
4733,7,Yes
4734,46,Yes
4735,95,No
4736,7,Yes
4737,1,Yes
4738,77,No
4739,89,No
4740,50,No
4741,35,Yes
4742,3,Yes
4743,35,Yes
4744,33,Yes
4745,84,No
4746,85,No
4747,57,No
4748,31,Yes
4749,65,No
4750,37,Yes
4751,62,No
4752,79,No
4753,8,Yes
4754,62,No
4755,48,Yes
4756,71,No
4757,96,No
4758,98,No
4759,2,Yes
4760,89,No
4761,87,No
4762,48,Yes
4763,40,Yes
4764,7,Yes
4765,43,Yes
4766,17,Yes
4767,97,No
4768,43,Yes
4769,100,No
4770,7,Yes
4771,64,No
4772,94,No
4773,33,Yes
4774,96,No
4775,100,No
4776,9,Yes
4777,1,Yes
4778,13,Yes
4779,67,No
4780,81,No
4781,84,No
4782,88,No
4783,89,No
4784,40,Yes
4785,90,No
4786,99,No
4787,97,No
4788,3,Yes
4789,15,Yes
4790,31,Yes
4791,6,Yes
4792,78,No
4793,25,Yes
4794,80,No
4795,66,No
4796,82,No
4797,10,Yes
4798,3,Yes
4799,1,Yes
4800,7,Yes
4801,87,No
4802,3,Yes
4803,34,Yes
4804,66,No
4805,50,No
4806,4,Yes
4807,7,Yes
4808,6,Yes
4809,20,Yes
4810,60,No
4811,12,Yes
4812,54,No
4813,77,No
4814,58,No
4815,84,No
4816,99,No
4817,98,No
4818,16,Yes
4819,1,Yes
4820,1,Yes
4821,59,No
4822,24,Yes
4823,14,Yes
4824,70,No
4825,58,No
4826,6,Yes
4827,5,Yes
4828,19,Yes
4829,18,Yes
4830,80,No
4831,78,No
4832,78,No
4833,53,No
4834,85,No
4835,45,Yes
4836,64,No
4837,31,Yes
4838,100,No
4839,10,Yes
4840,34,Yes
4841,29,Yes
4842,78,No
4843,76,No
4844,51,No
4845,53,No
4846,95,No
4847,50,No
4848,54,No
4849,82,No
4850,1,Yes
4851,15,Yes
4852,4,Yes
4853,61,No
4854,45,Yes
4855,48,Yes
4856,41,Yes
4857,32,Yes
4858,6,Yes
4859,41,Yes
4860,21,Yes
4861,49,Yes
4862,83,No
4863,37,Yes
4864,64,No
4865,1,Yes
4866,57,No
4867,93,No
4868,53,No
4869,1,Yes
4870,99,No
4871,47,Yes
4872,79,No
4873,79,No
4874,85,No
4875,12,Yes
4876,12,Yes
4877,75,No
4878,12,Yes
4879,45,Yes
4880,31,Yes
4881,1,Yes
4882,3,Yes
4883,15,Yes
4884,57,No
4885,55,No
4886,90,No
4887,42,Yes
4888,94,No
4889,71,No
4890,43,Yes
4891,23,Yes
4892,60,No
4893,80,No
4894,91,No
4895,93,No
4896,51,No
4897,100,No
4898,7,Yes
4899,10,Yes
4900,80,No
4901,71,No
4902,93,No
4903,78,No
4904,59,No
4905,3,Yes
4906,7,Yes
4907,31,Yes
4908,69,No
4909,21,Yes
4910,56,No
4911,29,Yes
4912,77,No
4913,65,No
4914,92,No
4915,35,Yes
4916,43,Yes
4917,92,No
4918,73,No
4919,100,No
4920,13,Yes
4921,61,No
4922,86,No
4923,35,Yes
4924,87,No
4925,21,Yes
4926,4,Yes
4927,63,No
4928,24,Yes
4929,58,No
4930,38,Yes
4931,13,Yes
4932,35,Yes
4933,85,No
4934,19,Yes
4935,9,Yes
4936,48,Yes
4937,69,No
4938,48,Yes
4939,97,No
4940,47,Yes
4941,1,Yes
4942,1,Yes
4943,16,Yes
4944,1,Yes
4945,75,No
4946,80,No
4947,55,No
4948,79,No
4949,88,No
4950,41,Yes
4951,7,Yes
4952,77,No
4953,48,Yes
4954,5,Yes
4955,7,Yes
4956,6,Yes
4957,1,Yes
4958,36,Yes
4959,38,Yes
4960,60,No
4961,85,No
4962,59,No
4963,60,No
4964,9,Yes
4965,23,Yes
4966,18,Yes
4967,28,Yes
4968,33,Yes
4969,8,Yes
4970,20,Yes
4971,62,No
4972,90,No
4973,99,No
4974,79,No
4975,3,Yes
4976,2,Yes
4977,5,Yes
4978,1,Yes
4979,56,No
4980,61,No
4981,42,Yes
4982,88,No
4983,22,Yes
4984,5,Yes
4985,8,Yes
4986,39,Yes
4987,41,Yes
4988,4,Yes
4989,58,No
4990,94,No
4991,51,No
4992,69,No
4993,56,No
4994,66,No
4995,85,No
4996,72,No
4997,50,No
4998,94,No
4999,86,No
5000,97,No
5001,61,No
5002,100,No
5003,14,Yes
5004,67,No
5005,77,No
5006,49,Yes
5007,11,Yes
5008,1,Yes
5009,6,Yes
5010,6,Yes
5011,64,No
5012,44,Yes
5013,87,No
5014,15,Yes
5015,30,Yes
5016,41,Yes
5017,7,Yes
5018,87,No
5019,60,No
5020,8,Yes
5021,58,No
5022,21,Yes
5023,1,Yes
5024,60,No
5025,46,Yes
5026,32,Yes
5027,54,No
5028,52,No
5029,39,Yes
5030,36,Yes
5031,23,Yes
5032,79,No
5033,28,Yes
5034,34,Yes
5035,13,Yes
5036,45,Yes
5037,69,No
5038,39,Yes
5039,35,Yes
5040,8,Yes
5041,36,Yes
5042,48,Yes
5043,43,Yes
5044,17,Yes
5045,62,No
5046,57,No
5047,32,Yes
5048,60,No
5049,4,Yes
5050,67,No
5051,72,No
5052,26,Yes
5053,60,No
5054,26,Yes
5055,30,Yes
5056,10,Yes
5057,2,Yes
5058,6,Yes
5059,1,Yes
5060,31,Yes
5061,19,Yes
5062,34,Yes
5063,64,No
5064,53,No
5065,67,No
5066,37,Yes
5067,68,No
5068,59,No
5069,72,No
5070,94,No
5071,2,Yes
5072,14,Yes
5073,20,Yes
5074,33,Yes
5075,44,Yes
5076,42,Yes
5077,70,No
5078,57,No
5079,42,Yes
5080,84,No
5081,81,No
5082,72,No
5083,25,Yes
5084,41,Yes
5085,51,No
5086,95,No
5087,59,No
5088,37,Yes
5089,85,No
5090,55,No
5091,3,Yes
5092,78,No
5093,49,Yes
5094,30,Yes
5095,90,No
5096,14,Yes
5097,12,Yes
5098,41,Yes
5099,31,Yes
5100,97,No
5101,55,No
5102,100,No
5103,6,Yes
5104,2,Yes
5105,11,Yes
5106,45,Yes
5107,64,No
5108,98,No
5109,7,Yes
5110,23,Yes
5111,8,Yes
5112,63,No
5113,72,No
5114,54,No
5115,65,No
5116,75,No
5117,3,Yes
5118,13,Yes
5119,6,Yes
5120,68,No
5121,47,Yes
5122,47,Yes
5123,52,No
5124,74,No
5125,38,Yes
5126,29,Yes
5127,51,No
5128,68,No
5129,19,Yes
5130,17,Yes
5131,71,No
5132,78,No
5133,86,No
5134,65,No
5135,67,No
5136,4,Yes
5137,68,No
5138,67,No
5139,55,No
5140,15,Yes
5141,2,Yes
5142,1,Yes
5143,10,Yes
5144,76,No
5145,28,Yes
5146,96,No
5147,42,Yes
5148,40,Yes
5149,9,Yes
5150,29,Yes
5151,33,Yes
5152,37,Yes
5153,98,No
5154,3,Yes
5155,9,Yes
5156,28,Yes
5157,55,No
5158,22,Yes
5159,51,No
5160,93,No
5161,14,Yes
5162,6,Yes
5163,78,No
5164,29,Yes
5165,18,Yes
5166,35,Yes
5167,48,Yes
5168,35,Yes
5169,92,No
5170,93,No
5171,95,No
5172,50,No
5173,67,No
5174,39,Yes
5175,3,Yes
5176,43,Yes
5177,59,No
5178,70,No
5179,66,No
5180,60,No
5181,14,Yes
5182,87,No
5183,36,Yes
5184,8,Yes
5185,20,Yes
5186,38,Yes
5187,29,Yes
5188,92,No
5189,1,Yes
5190,7,Yes
5191,41,Yes
5192,7,Yes
5193,56,No
5194,14,Yes
5195,34,Yes
5196,13,Yes
5197,49,Yes
5198,59,No
5199,2,Yes
5200,30,Yes
5201,27,Yes
5202,90,No
5203,32,Yes
5204,65,No
5205,84,No
5206,81,No
5207,31,Yes
5208,82,No
5209,2,Yes
5210,22,Yes
5211,64,No
5212,100,No
5213,19,Yes
5214,54,No
5215,79,No
5216,23,Yes
5217,73,No
5218,66,No
5219,64,No
5220,47,Yes
5221,75,No
5222,8,Yes
5223,2,Yes
5224,84,No
5225,93,No
5226,94,No
5227,78,No
5228,60,No
5229,15,Yes
5230,48,Yes
5231,2,Yes
5232,75,No
5233,16,Yes
5234,34,Yes
5235,88,No
5236,32,Yes
5237,20,Yes
5238,2,Yes
5239,23,Yes
5240,32,Yes
5241,99,No
5242,29,Yes
5243,1,Yes
5244,6,Yes
5245,4,Yes
5246,52,No
5247,69,No
5248,43,Yes
5249,66,No
5250,97,No
5251,24,Yes
5252,63,No
5253,89,No
5254,46,Yes
5255,59,No
5256,3,Yes
5257,1,Yes
5258,7,Yes
5259,8,Yes
5260,13,Yes
5261,47,Yes
5262,48,Yes
5263,3,Yes
5264,51,No
5265,75,No
5266,53,No
5267,56,No
5268,19,Yes
5269,20,Yes
5270,8,Yes
5271,14,Yes
5272,16,Yes
5273,64,No
5274,37,Yes
5275,60,No
5276,4,Yes
5277,21,Yes
5278,23,Yes
5279,27,Yes
5280,39,Yes
5281,91,No
5282,39,Yes
5283,65,No
5284,56,No
5285,89,No
5286,65,No
5287,24,Yes
5288,31,Yes
5289,46,Yes
5290,87,No
5291,89,No
5292,40,Yes
5293,11,Yes
5294,61,No
5295,41,Yes
5296,12,Yes
5297,97,No
5298,81,No
5299,64,No
5300,70,No
5301,5,Yes
5302,10,Yes
5303,29,Yes
5304,85,No
5305,85,No
5306,60,No
5307,91,No
5308,97,No
5309,50,No
5310,1,Yes
5311,16,Yes
5312,3,Yes
5313,38,Yes
5314,18,Yes
5315,27,Yes
5316,91,No
5317,66,No
5318,88,No
5319,3,Yes
5320,9,Yes
5321,72,No
5322,30,Yes
5323,33,Yes
5324,100,No
5325,19,Yes
5326,32,Yes
5327,37,Yes
5328,20,Yes
5329,68,No
5330,34,Yes
5331,96,No
5332,99,No
5333,13,Yes
5334,71,No
5335,17,Yes
5336,41,Yes
5337,51,No
5338,3,Yes
5339,32,Yes
5340,86,No
5341,88,No
5342,94,No
5343,95,No
5344,30,Yes
5345,13,Yes
5346,31,Yes
5347,54,No
5348,54,No
5349,71,No
5350,86,No
5351,52,No
5352,64,No
5353,1,Yes
5354,28,Yes
5355,22,Yes
5356,90,No
5357,40,Yes
5358,99,No
5359,86,No
5360,22,Yes
5361,1,Yes
5362,59,No
5363,47,Yes
5364,3,Yes
5365,77,No
5366,5,Yes
5367,82,No
5368,25,Yes
5369,30,Yes
5370,31,Yes
5371,39,Yes
5372,27,Yes
5373,17,Yes
5374,94,No
5375,93,No
5376,39,Yes
5377,7,Yes
5378,17,Yes
5379,14,Yes
5380,21,Yes
5381,6,Yes
5382,75,No
